Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
playing-god-rental-thriller,Playing God,"<p>Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.</p>",VHS,Media > Videos,,"Formatted, Issue, No Format, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92094202,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/faYRZjtBMNygM7spt72yrs72hC8.jpg?v=1788200489,1,Playing God (1997) poster,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
only-the-lonely-rental-romantic-comedy,Only the Lonely,"<p>Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna, whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.</p>",VHS,Media > Videos,,"Formatted, Issue, No Format, Rental, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92323578,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/rfHLYKddffTEfPbnXNrp8Oc4Owj.jpg?v=1788200489,1,Only the Lonely (1991) poster,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
a-prayer-for-the-dying-rental-thriller,A Prayer for the Dying,"<p>Martin, an I.R.A. hitman, is seen by a Catholic priest while carrying out a hit. He grows a bond with the priest and his niece. But his past and his former employers put all their lives in danger.</p>",VHS,Media > Videos,,"Formatted, Issue, No Format, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92552954,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/fLkkVH9u75sciAzTUNZNwFp1smp.jpg?v=1788200484,1,A Prayer for the Dying (1987) poster,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
finding-dory-002a,Finding Dory,"<p>Experience the heartwarming underwater journey of a forgetful blue tang as she searches for her long-lost parents across the ocean. This comprehensive home media set includes high-definition discs and a digital code, allowing you to enjoy the stunning animation and beloved characters on any device. It is a perfect addition to any family collection, offering hours of vibrant entertainment and meaningful lessons about friendship and perseverance.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue, Kids & Family, Rental, rental or sale?",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRFND-002A,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
a-million-to-juan-002a,A Million to Juan,"<p>This factory sealed vintage home video captures a heartwarming and comedic journey centered around the challenges of obtaining a green card. Featuring a standout lead performance, this 1994 release offers a nostalgic viewing experience for collectors of physical media and fans of classic family cinema. It remains preserved in its original studio packaging, making it an ideal addition for anyone looking to own a pristine piece of nineties entertainment history.</p>",VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,false,,,,,191-VHSAMI-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781905893980.jpg?v=1787785223,1,191-VHSAMI-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
get-shorty-002a,Get Shorty,"<p>Relive this classic nineties crime comedy featuring a star-studded cast in its original physical format. This vintage tape comes in its authentic clamshell case, making it a perfect addition for collectors of cinematic memorabilia. Experience the nostalgic charm of analog playback with this well-maintained genre-bending favorite.</p>",VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,false,,,,,191-VHSGET-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/r82SdPhg4fnIcLt0ogIjQxqjdcO_01ed16bb-3a5f-4dfd-9e05-8c14d5840771.jpg?v=1788195671,1,Get Shorty (1995) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
the-karate-kid-part-iii-rental-kids-family,The Karate Kid Part III,"<p>Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.</p>",VHS,Media > Videos,,"Formatted, Issue, Kids & Family, No Format, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92028666,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/lVZ3r0iDwGejlCvFEvXGzhQB9ds_db2d746e-4196-44ad-b778-9da6b3630e6c.jpg?v=1788200491,1,The Karate Kid Part III (1989) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
silence-like-glass-rental-drama,Silence like Glass,<p>True story of two diametrically opposed young women dealing with terminal illness.</p>,VHS,Media > Videos,,"Drama, Formatted, Issue, No Format, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92225274,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/vkHmHTnYcw1E6FO39oVczmDpPNu.jpg?v=1788200491,1,Silence like Glass (1989) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
raw-target-rental-action,Raw Target,"<p>This high-powered action flick follows kickboxing champion Johnny Rider, who quits the ring after accidentally killing an opponent but is forced to employ his skills again to avenge the death of his brother at the hands of crime boss Rod Sparks (Nicholas Hill). After infiltrating Rod's gang, Johnny is targeted himself by Bill Williams (Ron Hall), a cop seeking revenge for the death of his own brother -- the fighter killed by Johnny.</p>",VHS,Media > Videos,,"Action, Formatted, Issue, No Format, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92356346,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/b3GIRpmTfMv28RS1s104fDipIy2_1f890fd7-adf1-40df-9711-c3ad52f0b6c2.jpg?v=1788200490,1,Raw Target (1995) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
one-tough-cop-rental-action,One Tough Cop,"<p>A detective tries to remain loyal to his partner, and his best friend - a mobster.</p>",VHS,Media > Videos,,"Action, Formatted, Issue, No Format, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92454650,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/qXKVKFApORbPIOM9gyUEBpTRjmT.jpg?v=1788200488,1,One Tough Cop (1998) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
on-the-down-n-low-rental-drama,On the Down 'N Low,"<p>Most cops start at the bottom and work their way to the top, but in this heated urban crime thriller the officers sworn to protect and serve walk a dark path of corruption and destruction as they gradually succumb to their deepest criminal instincts. When two decorated police officers pound the pavement on a mission to take down the most vicious mobsters and drug dealers on the streets, their quest to purify the corrosive cesspool of a city they call home soon leads them into the upper-most ranks of the force.</p>",VHS,Media > Videos,,"Drama, Formatted, Issue, No Format, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92487418,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/rCoGG9838j9DnGvsJdCiWGWOfsF_b9d6f095-0061-4578-8c30-01279cbf9c39.jpg?v=1788200488,1,On the Down 'N Low (2003) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
hoodlum-rental-drama,Hoodlum,"<p>In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.</p>",VHS,Media > Videos,,"Drama, Formatted, Issue, No Format, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92061434,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/hZrwqVXLyxxsNJHVc6bJKSUDkXA_ac6bdeaf-cdce-474c-8ef7-c842a3ffc39e.jpg?v=1788200487,1,Hoodlum (1997) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
falling-fire-rental-action,Falling Fire,"<p>In the not so distant future mankind has squandered their resources. A team of specialists is sent to the nearby asteroid field to retrieve an asteroid that will serve to replenish some of our natural resources. However, unbeknownst to the team, there is a killer on board determined to take control of the asteroid and destroy all mankind.</p>",VHS,Media > Videos,,"Action, Formatted, Issue, No Format, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92421882,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/mDKi7MxjdLnQ7bW4m7xIkbO65SM_e270d985-f5ee-4018-827f-428743c2b05e.jpg?v=1788200487,1,Falling Fire (1997) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
extreme-prejudice-rental-action,Extreme Prejudice,"<p>Lean, mean Texas Ranger Jack Benteen locks horns with a former friend, Cash Bailey, now a ruthless drug kingpin. Though they're on opposite sides of the law, they share a love interest in the sensual Sarita. When a crew of rogue soldiers descends upon the border town for an off-the-books mission, all roads lead to a bloody, to-the-death showdown, as loyalties shift and the lines between good and evil are blurred.</p>",VHS,Media > Videos,,"Action, Formatted, Issue, No Format, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92159738,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/fqN3duCLrjcsF8dfiP1XCCtlWZC_a57ea631-58be-42e0-ab8c-752bab7c0bcd.jpg?v=1788200486,1,Extreme Prejudice (1987) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
dolores-claiborn-rental-drama,Dolores Claiborn,"<p>Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.</p>",VHS,Media > Videos,,"Drama, Formatted, Issue, No Format, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,91963130,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/yqY5h9kI456xXRWv6u9t0Axn9CS.jpg?v=1788200485,1,Dolores Claiborn (1995) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
bull-durham-rental-romantic-comedy,Bull Durham,"<p>Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.</p>",VHS,Media > Videos,,"Formatted, Issue, No Format, Rental, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92290810,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg?v=1788200485,1,Bull Durham (1988) poster,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
wolf-vhs-floor-sale-action,Wolf,"<p>An aging publisher becomes a demon wolf and, with this newfound youthful vigor, fights to keep his job.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,68750842,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/1nHVuNQ7gdMympgwnGavzkXkzXj.jpg?v=1788195844,1,Wolf (1994) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
witness-vhs-floor-sale-drama,Witness,"<p>While protecting an Amish boy—the sole witness to a brutal murder—and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.</p>",VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,33599738,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/kOymD1rChAMykmDVEzJpIh4OYS7.jpg?v=1788195843,1,Witness (1985) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
wishbones-dog-days-of-the-west-vhs-rental-kids-family,Wishbone's Dog Days of the West,"<p>In the dusty town of Chaparosa, Texas, one one knows how to tame the land better than Long Bill Longley and his best friend Tom Merwin. But, can our two heroes tame the resident bad guy, Calliope Catesby, before he destroys the town? Meanwhile, In Oakdale, Wanda Gilmore has also become quite a hero. That is, until a sneaky TV reporter tries to paint her as the town tyrant. Will Wishbone and his friends come to Wanda's rescue before it's too late! Or will Wanda watch her reputation ride off into the sunset?</p>",VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,26758394,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/25IGveFIahZWCE6Viw0JVIWl1m_b664019a-2e83-43a5-88d3-37e87290147d.jpg?v=1788195841,1,Wishbone's Dog Days of the West (1998) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
wisdom-vhs-rental-action,Wisdom,"<p>Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.</p>",VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,81313530,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/jJiKZG7vauFCeax5Aj5fahrcKUO.jpg?v=1788267375,1,Wisdom (1986) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
who-framed-roger-rabbit-vhs-floor-sale-comedy,Who Framed Roger Rabbit,"<p>Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.</p>",VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,false,false,,,,,17647610,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/lYfRc57Kx9VgLZ48iulu0HKnM15_406aaff4-c27f-4537-bb87-a6756f7d4ac7.jpg?v=1788195841,1,Who Framed Roger Rabbit (1988) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
welcome-to-sarajevo-vhs-rental-drama,Welcome to  Sarajevo,"<p>Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.</p>",VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,79806202,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/bGdDqsFCF0v9M5mB77fAF8vJMsy.jpg?v=1788195840,1,Welcome to Sarajevo (1997) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
walking-ned-devine-vhs-floor-sale-comedy,Walking Ned Devine,<p>Waking Ned is a 1998 comedy film in which the residents of a small Irish village scheme to claim a deceased neighbor's winning lottery ticket by having one of their own impersonate him.</p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,33009914,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/Waking_Ned_Devine.jpg?v=1788272256,1,Walking Ned Devine poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
urban-legends-final-cut-vhs-rental-horror,Urban Legends Final Cut,"<p>The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.</p>",VHS,Media > Videos,,"Formatted, Horror, Rental, VHS",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,78316026,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/9kjGrnhMz37RYEd5BFcrU1qkPkl_33f813ca-031a-422f-88cb-0149395b3c6a.jpg?v=1788195839,1,Urban Legends Final Cut (2000) poster,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
twister-vhs-floor-sale-action,Twister,"<p>An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,18140410,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/d4ie3f6QTvNw40V770Uzo87SDZn_23577638-c469-4bb3-8eb5-cd9827bb8fab.jpg?v=1788267374,1,Twister (1996) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
turner-hooch-vhs-floor-sale-comedy,Turner & Hooch,"<p>Detective Scott Turner has three days left in the local police department before he moves to a bigger city to get some 'real' cases—not just misdemeanors. When Amos Reed is murdered, Scott sets himself on the case, but the closest thing to a witness to the murder is Reed's dog, Hooch, which Scott has to take care of—to avoid Hooch being 'put to sleep'.</p>",VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,69165818,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/nllMNbjgvUpw378czm5vBYzZqg1.jpg?v=1788267374,1,Turner & Hooch (1989) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
